,:@computed_region_43an_4dx5,:@computed_region_9yqb_tdyd,_95_ci,county_code,county_name,data_comments,data_sources,data_years,denominator,denominator_note,indicator,indicator_number,location,mapping_distribution,measure_unit,percentage_rate,quartile,region_name,total_event_counts
540,,,,888,New York State (excludin,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Middle and high school students,g70,,,Percentage,18.2,,New York State,
541,1759,2031,,2,Allegany,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-78.020567, 42.226801]}",1,Percentage,35.0,0 - < 37.5 : Q1 & Q2,Western New York,
542,1719,2034,,4,Cattaraugus,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-78.606673, 42.224267]}",3,Percentage,40.7,40.1 + : Q4,Western New York,
543,1743,2035,,6,Chautauqua,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-79.315313, 42.246904]}",2,Percentage,39.3,37.5 - < 40.1 : Q3,Western New York,
544,62,2041,,14,Erie,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-78.795544, 42.888143]}",1,Percentage,34.5,0 - < 37.5 : Q1 & Q2,Western New York,
545,489,2086,,18,Genesee,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-78.172679, 43.000121]}",2,Percentage,39.4,37.5 - < 40.1 : Q3,Western New York,
546,1107,2131,,29,Niagara,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-78.856419, 43.134634]}",2,Percentage,39.8,37.5 - < 40.1 : Q3,Western New York,
547,170,626,,34,Orleans,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-78.218438, 43.248394]}",2,Percentage,39.6,37.5 - < 40.1 : Q3,Western New York,
548,415,2186,,56,Wyoming,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-78.204473, 42.723641]}",1,Percentage,35.4,0 - < 37.5 : Q1 & Q2,Western New York,
549,,,,101,Western New York,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,,,Percentage,36.9,,Western New York,
550,926,2036,,7,Chemung,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-76.812331, 42.116644]}",1,Percentage,31.4,0 - < 37.5 : Q1 & Q2,Finger Lakes,
551,232,2091,,24,Livingston,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-77.765392, 42.763754]}",2,Percentage,37.9,37.5 - < 40.1 : Q3,Finger Lakes,
552,1666,2093,,26,Monroe,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-77.620143, 43.161748]}",1,Percentage,35.3,0 - < 37.5 : Q1 & Q2,Finger Lakes,
553,178,2133,,32,Ontario,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-77.252045, 42.894571]}",1,Percentage,35.5,0 - < 37.5 : Q1 & Q2,Finger Lakes,
554,,2143,,44,Schuyler,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-76.872032, 42.38593]}",3,Percentage,44.8,40.1 + : Q4,Finger Lakes,
555,689,2144,,45,Seneca,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-76.82753, 42.833627]}",3,Percentage,45.2,40.1 + : Q4,Finger Lakes,
556,1757,2178,,46,Steuben,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-77.324618, 42.270053]}",2,Percentage,37.5,37.5 - < 40.1 : Q3,Finger Lakes,
557,318,631,,54,Wayne,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-77.117995, 43.144336]}",2,Percentage,39.4,37.5 - < 40.1 : Q3,Finger Lakes,
558,,2225,,57,Yates,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-77.078311, 42.634338]}",2,Percentage,39.4,37.5 - < 40.1 : Q3,Finger Lakes,
559,,,,102,Finger Lakes,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,,,Percentage,36.2,,Finger Lakes,
560,343,618,,5,Cayuga,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-76.560755, 42.940095]}",2,Percentage,38.0,37.5 - < 40.1 : Q3,Central New York,
561,362,620,,11,Cortland,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-76.143291, 42.597101]}",1,Percentage,37.1,0 - < 37.5 : Q1 & Q2,Central New York,
562,559,2088,,21,Herkimer,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-74.994246, 43.070026]}",3,Percentage,40.7,40.1 + : Q4,Central New York,
563,1466,2089,,22,Jefferson,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-75.898971, 44.019295]}",3,Percentage,45.8,40.1 + : Q4,Central New York,
564,571,623,,23,Lewis,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-75.446296, 43.785537]}",3,Percentage,42.1,40.1 + : Q4,Central New York,
565,351,2092,,25,Madison,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-75.720031, 42.986917]}",2,Percentage,39.8,37.5 - < 40.1 : Q3,Central New York,
566,1281,625,,30,Oneida,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-75.361773, 43.149482]}",2,Percentage,38.0,37.5 - < 40.1 : Q3,Central New York,
567,713,2132,,31,Onondaga,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-76.168033, 43.065629]}",1,Percentage,32.6,0 - < 37.5 : Q1 & Q2,Central New York,
568,623,2135,,35,Oswego,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-76.31133, 43.39123]}",3,Percentage,41.8,40.1 + : Q4,Central New York,
569,1581,2140,,40,St. Lawrence,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-75.242045, 44.689468]}",3,Percentage,46.8,40.1 + : Q4,Central New York,
570,1786,2181,,50,Tompkins,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-76.478784, 42.461024]}",1,Percentage,34.9,0 - < 37.5 : Q1 & Q2,Central New York,
571,,,,103,Central New York,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,,,Percentage,38.2,,Central New York,
572,479,2033,,3,Broome,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-75.933191, 42.122015]}",1,Percentage,37.1,0 - < 37.5 : Q1 & Q2,New York-Penn,
573,451,2037,,8,Chenango,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-75.570013, 42.481798]}",3,Percentage,40.3,40.1 + : Q4,New York-Penn,
574,450,630,,49,Tioga,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-76.29595, 42.120252]}",1,Percentage,34.6,0 - < 37.5 : Q1 & Q2,New York-Penn,
575,,,,104,New York-Penn,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,,,Percentage,37.3,,New York-Penn,
576,40,2030,,1,Albany,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-73.814233, 42.678066]}",1,Percentage,33.8,0 - < 37.5 : Q1 & Q2,Northeastern New York,
577,202,2038,,9,Clinton,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-73.548883, 44.731944]}",3,Percentage,41.5,40.1 + : Q4,Northeastern New York,
578,977,619,,10,Columbia,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-73.682168, 42.276913]}",2,Percentage,39.6,37.5 - < 40.1 : Q3,Northeastern New York,
579,395,2039,,12,Delaware,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-74.997944, 42.242972]}",3,Percentage,43.8,40.1 + : Q4,Northeastern New York,
580,287,2084,,15,Essex,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-73.685145, 44.166026]}",1,Percentage,34.9,0 - < 37.5 : Q1 & Q2,Northeastern New York,
581,278,621,,16,Franklin,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-74.340621, 44.705699]}",3,Percentage,41.3,40.1 + : Q4,Northeastern New York,
582,1227,2085,,17,Fulton,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-74.331296, 43.06014]}",1,Percentage,37.0,0 - < 37.5 : Q1 & Q2,Northeastern New York,
583,88,2087,,19,Greene,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-73.973376, 42.298326]}",3,Percentage,40.7,40.1 + : Q4,Northeastern New York,
584,1409,622,,20,Hamilton,Data Suppressed,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-74.395268, 43.618468]}",0,Percentage,,Data do not meet reporting criteria,Northeastern New York,
585,1221,624,,27,Montgomery,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-74.341972, 42.933637]}",1,Percentage,20.0,0 - < 37.5 : Q1 & Q2,Northeastern New York,
586,432,2136,,36,Otsego,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-75.060334, 42.564852]}",1,Percentage,31.7,0 - < 37.5 : Q1 & Q2,Northeastern New York,
587,38,2138,,38,Rensselaer,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-73.628669, 42.70098]}",1,Percentage,35.1,0 - < 37.5 : Q1 & Q2,Northeastern New York,
588,1148,2141,,41,Saratoga,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-73.786779, 43.00894]}",1,Percentage,33.1,0 - < 37.5 : Q1 & Q2,Northeastern New York,
589,74,2142,,42,Schenectady,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-73.946838, 42.809233]}",2,Percentage,38.4,37.5 - < 40.1 : Q3,Northeastern New York,
590,1173,629,,43,Schoharie,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-74.434606, 42.643426]}",1,Percentage,32.5,0 - < 37.5 : Q1 & Q2,Northeastern New York,
591,128,2183,,52,Warren,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-73.716044, 43.403024]}",1,Percentage,37.1,0 - < 37.5 : Q1 & Q2,Northeastern New York,
592,787,2184,,53,Washington,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-73.454761, 43.289513]}",2,Percentage,39.6,37.5 - < 40.1 : Q3,Northeastern New York,
593,,,,105,Northeastern New York,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,,,Percentage,35.8,,Northeastern New York,
594,1022,2040,,13,Dutchess,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-73.840468, 41.686216]}",1,Percentage,37.4,0 - < 37.5 : Q1 & Q2,Hudson Valley,
595,1496,2134,,33,Orange,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-74.241929, 41.422459]}",1,Percentage,35.4,0 - < 37.5 : Q1 & Q2,Hudson Valley,
596,1201,627,,37,Putnam,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-73.717443, 41.41131]}",1,Percentage,32.0,0 - < 37.5 : Q1 & Q2,Hudson Valley,
597,1546,628,,39,Rockland,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-74.017033, 41.127287]}",1,Percentage,34.8,0 - < 37.5 : Q1 & Q2,Hudson Valley,
598,1024,2180,,48,Sullivan,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-74.711705, 41.705166]}",3,Percentage,42.2,40.1 + : Q4,Hudson Valley,
599,264,2182,,51,Ulster,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-74.099412, 41.848374]}",1,Percentage,37.2,0 - < 37.5 : Q1 & Q2,Hudson Valley,
600,1440,2185,,55,Westchester,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-73.805386, 41.039278]}",1,Percentage,29.7,0 - < 37.5 : Q1 & Q2,Hudson Valley,
601,,,,106,Hudson Valley,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,,,Percentage,33.5,,Hudson Valley,
602,1455,2094,,28,Nassau,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-73.601185, 40.715749]}",1,Percentage,31.2,0 - < 37.5 : Q1 & Q2,Nassau-Suffolk,
603,1421,2179,,47,Suffolk,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,"{'type': 'Point', 'coordinates': [-73.119032, 40.820237]}",1,Percentage,33.7,0 - < 37.5 : Q1 & Q2,Nassau-Suffolk,
604,,,,108,Nassau-Suffolk,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,,,Percentage,32.6,,Nassau-Suffolk,
605,,,,888,New York State (excludin,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Middle and high school students,g71,,,Percentage,35.0,,New York State,
606,1759,2031,,2,Allegany,,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",2009-2011,584,Average annual population,Percentage obese (95th percentile or higher) children (aged 2-4 years) in WIC,g72,"{'type': 'Point', 'coordinates': [-78.020567, 42.226801]}",1,Percentage,14.4,0 - < 15.1 : Q1 & Q2,Western New York,252
607,1719,2034,,4,Cattaraugus,,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",2009-2011,969,Average annual population,Percentage obese (95th percentile or higher) children (aged 2-4 years) in WIC,g72,"{'type': 'Point', 'coordinates': [-78.606673, 42.224267]}",2,Percentage,16.0,15.1 - < 16.0 : Q3,Western New York,465
608,1743,2035,,6,Chautauqua,,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",2009-2011,1735,Average annual population,Percentage obese (95th percentile or higher) children (aged 2-4 years) in WIC,g72,"{'type': 'Point', 'coordinates': [-79.315313, 42.246904]}",1,Percentage,13.2,0 - < 15.1 : Q1 & Q2,Western New York,687
609,62,2041,,14,Erie,,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",2009-2011,7201,Average annual population,Percentage obese (95th percentile or higher) children (aged 2-4 years) in WIC,g72,"{'type': 'Point', 'coordinates': [-78.795544, 42.888143]}",1,Percentage,13.1,0 - < 15.1 : Q1 & Q2,Western New York,2830
610,489,2086,,18,Genesee,,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",2009-2011,942,Average annual population,Percentage obese (95th percentile or higher) children (aged 2-4 years) in WIC,g72,"{'type': 'Point', 'coordinates': [-78.172679, 43.000121]}",1,Percentage,13.7,0 - < 15.1 : Q1 & Q2,Western New York,387
611,1107,2131,,29,Niagara,,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",2009-2011,1966,Average annual population,Percentage obese (95th percentile or higher) children (aged 2-4 years) in WIC,g72,"{'type': 'Point', 'coordinates': [-78.856419, 43.134634]}",1,Percentage,14.4,0 - < 15.1 : Q1 & Q2,Western New York,849
612,170,626,,34,Orleans,,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",2009-2011,445,Average annual population,Percentage obese (95th percentile or higher) children (aged 2-4 years) in WIC,g72,"{'type': 'Point', 'coordinates': [-78.218438, 43.248394]}",3,Percentage,16.1,16.0 + : Q4,Western New York,215
613,415,2186,,56,Wyoming,,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",2009-2011,260,Average annual population,Percentage obese (95th percentile or higher) children (aged 2-4 years) in WIC,g72,"{'type': 'Point', 'coordinates': [-78.204473, 42.723641]}",1,Percentage,14.2,0 - < 15.1 : Q1 & Q2,Western New York,111
614,,,,101,Western New York,,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",2009-2011,14104,Average annual population,Percentage obese (95th percentile or higher) children (aged 2-4 years) in WIC,g72,,,Percentage,13.7,,Western New York,5796
615,926,2036,,7,Chemung,,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",2009-2011,1343,Average annual population,Percentage obese (95th percentile or higher) children (aged 2-4 years) in WIC,g72,"{'type': 'Point', 'coordinates': [-76.812331, 42.116644]}",1,Percentage,15.1,0 - < 15.1 : Q1 & Q2,Finger Lakes,608
616,232,2091,,24,Livingston,,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",2009-2011,457,Average annual population,Percentage obese (95th percentile or higher) children (aged 2-4 years) in WIC,g72,"{'type': 'Point', 'coordinates': [-77.765392, 42.763754]}",2,Percentage,15.3,15.1 - < 16.0 : Q3,Finger Lakes,210
617,1666,2093,,26,Monroe,,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",2009-2011,6312,Average annual population,Percentage obese (95th percentile or higher) children (aged 2-4 years) in WIC,g72,"{'type': 'Point', 'coordinates': [-77.620143, 43.161748]}",1,Percentage,13.7,0 - < 15.1 : Q1 & Q2,Finger Lakes,2594
618,178,2133,,32,Ontario,,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",2009-2011,856,Average annual population,Percentage obese (95th percentile or higher) children (aged 2-4 years) in WIC,g72,"{'type': 'Point', 'coordinates': [-77.252045, 42.894571]}",2,Percentage,15.6,15.1 - < 16.0 : Q3,Finger Lakes,401
619,,2143,,44,Schuyler,,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",2009-2011,207,Average annual population,Percentage obese (95th percentile or higher) children (aged 2-4 years) in WIC,g72,"{'type': 'Point', 'coordinates': [-76.872032, 42.38593]}",2,Percentage,16.0,15.1 - < 16.0 : Q3,Finger Lakes,99
620,689,2144,,45,Seneca,,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",2009-2011,232,Average annual population,Percentage obese (95th percentile or higher) children (aged 2-4 years) in WIC,g72,"{'type': 'Point', 'coordinates': [-76.82753, 42.833627]}",1,Percentage,14.4,0 - < 15.1 : Q1 & Q2,Finger Lakes,100
621,,,,104,New York-Penn,,"2009-2011 SPARCS Data as of February, 2013",2009-2011,299236,Average annual population,"Age-adjusted cardiovascular disease hospitalization rate per 10,000",h1a,,,Rate,120.4,,New York-Penn,14040
622,1757,2178,,46,Steuben,,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",2009-2011,999,Average annual population,Percentage obese (95th percentile or higher) children (aged 2-4 years) in WIC,g72,"{'type': 'Point', 'coordinates': [-77.324618, 42.270053]}",1,Percentage,15.0,0 - < 15.1 : Q1 & Q2,Finger Lakes,449
623,318,631,,54,Wayne,,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",2009-2011,901,Average annual population,Percentage obese (95th percentile or higher) children (aged 2-4 years) in WIC,g72,"{'type': 'Point', 'coordinates': [-77.117995, 43.144336]}",2,Percentage,15.4,15.1 - < 16.0 : Q3,Finger Lakes,416
624,,2225,,57,Yates,,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",2009-2011,167,Average annual population,Percentage obese (95th percentile or higher) children (aged 2-4 years) in WIC,g72,"{'type': 'Point', 'coordinates': [-77.078311, 42.634338]}",3,Percentage,16.2,16.0 + : Q4,Finger Lakes,81
625,,,,102,Finger Lakes,,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",2009-2011,11472,Average annual population,Percentage obese (95th percentile or higher) children (aged 2-4 years) in WIC,g72,,,Percentage,14.4,,Finger Lakes,4958
626,343,618,,5,Cayuga,,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",2009-2011,756,Average annual population,Percentage obese (95th percentile or higher) children (aged 2-4 years) in WIC,g72,"{'type': 'Point', 'coordinates': [-76.560755, 42.940095]}",1,Percentage,14.0,0 - < 15.1 : Q1 & Q2,Central New York,318
627,362,620,,11,Cortland,,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",2009-2011,628,Average annual population,Percentage obese (95th percentile or higher) children (aged 2-4 years) in WIC,g72,"{'type': 'Point', 'coordinates': [-76.143291, 42.597101]}",2,Percentage,15.2,15.1 - < 16.0 : Q3,Central New York,286
628,559,2088,,21,Herkimer,,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",2009-2011,676,Average annual population,Percentage obese (95th percentile or higher) children (aged 2-4 years) in WIC,g72,"{'type': 'Point', 'coordinates': [-74.994246, 43.070026]}",1,Percentage,13.6,0 - < 15.1 : Q1 & Q2,Central New York,276
629,1466,2089,,22,Jefferson,,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",2009-2011,2093,Average annual population,Percentage obese (95th percentile or higher) children (aged 2-4 years) in WIC,g72,"{'type': 'Point', 'coordinates': [-75.898971, 44.019295]}",1,Percentage,11.5,0 - < 15.1 : Q1 & Q2,Central New York,722
630,571,623,,23,Lewis,,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",2009-2011,427,Average annual population,Percentage obese (95th percentile or higher) children (aged 2-4 years) in WIC,g72,"{'type': 'Point', 'coordinates': [-75.446296, 43.785537]}",1,Percentage,12.0,0 - < 15.1 : Q1 & Q2,Central New York,154
